Text,Positive Value,Negative Value,Difference,Word Count
"him. She was rich, but she didn t act like she was rich. She acted like _. Well, he didn t know exactly what she did act like. In all of the white women he had met, mostly on jobs and at relief stations, there was always a certain coldness and reserve; they stood their distance and spoke to him from afar. But this girl waded right in and hit him between the eyes with her words and ways. Aw, hell! What good was there in thinking about her like this? Maybe she was all right. Maybe he would just have to get used to her; that was all. I bet she spends a plenty of dough, he thought. And the old man had given five million dollars to colored people. If a man could give five million dollars away, then millions must be as common to him as nickels. He rose up and sat on the edge of the bed.What make of car was he to drive? He had not thought to look when Peggy had opened the garage door. He hoped it would be a Packard, or a Lincoln, or a Rolls Royce. Boy! Would he drive! Just wait! Of course, he would be careful when he was driving Miss or Mr. Dalton. But when he was alone he would burn up the pavement; he would make those tires smoke!He licked his lips; he was thirsty. He looked at his watch; it was ten past eight. He would go to the kitchen and get a drink of water and then drive the car out of the garage. He went down the steps, through the basement to the stairs leading to the kitchen door. Though he did not know it, he walked on tiptoe. He eased the door open and peeped in. What he saw made him suck his breath in; Mrs. Dalton in flowing white clothes was standing stone-still in the middle of the kitchen floor. There was silence, save for the slow ticking of a large clock on a white wall. For a moment he did not know if he should go in or go back down the steps; his thirst was gone. Mrs. Dalton s face was held in an attitude of intense listening and her hands were hanging loosely at her sides.To Bigger her face seemed to be capable of hearing in every pore of the skin and listening always to some low voice speaking. Sitting quietly on the floor beside her was the white cat, its large black eyes fastened upon him. It made him ",0.053738318,0.01635514,0.037383178,431
uneasy ,0.5,0.5,0,1
"just to look at her and that white cat; he was about to close the door and tiptoe softly back down the stairs when she spoke. Are you the new boy? ù Yessum. ù  Did you want something? ù I didn t mean to disturb you, mam. I îI _. I just wanted a drink of water. ù Well, come on in. I think you ll find a glass somewhere. ùHe went to the sink, watching her as he walked, feeling that she could see him even though he knew that she was blind. His skin tingled. He took a glass from a narrow shelf and filled it from a faucet. As he drank he stole a glance at her over the rim of the glass. Her face was still, tilted, waiting. It reminded him of a dead man s face he had once seen. Then he realized that Mrs. Dalton had turned and listened to the sound of his feet as he had walked. She knows exactly where I m standing, he thought. You like your room? ù she asked; and as she spoke he realized that she had been standing there waiting to hear the sound of his glass as it had clinked on the sink. Oh, yessum. ù I hope you re a careful driver. ù Oh, yessum. I ll be careful. ù Did you ever drive before? ù Yessum. But it was a grocery truck. ùHe had the feeling that talking to a blind person was like talking to someone whom he himself could scarcely see. How far did you go in school, Bigger? ù To the eighth grade, mam. ù Do you ever think of going back? ù Well, I gotta work now, mam. ù Suppose you had the chance to go back? ù  Well, I don t know, mam. ù The last man who worked here went to night school and got an education. ù Yessum. ù What would you want to be if you had an education? ù I don t know, mam. ù Did you ever think about it? ù No m. ù You would rather work? ù I reckon I would, mam. ù Well, we ll talk about that some other time. I think you d better get the car for Miss Dalton now. ù Yessum. ùHe left her standing in the middle of the kitchen floor, exactly as he had found her. He did not know just how to take her; she made him feel that she would judge all he did harshly but kindly. He had a feeling toward her that was akin to that which he held toward his mother. The difference in his feelings toward Mrs. Dalton and his mother was that",0.030769231,0.023076923,0.007692308,455
"he felt that his mother wanted him to do the things she wanted him to do, and ",0.055555556,0,0.055555556,17
he felt that Mrs. Dalton wanted him to do the things she felt that he should have wanted to do. ,0.047619048,0,0.047619048,20
"But he did not want to go to night school. Night school was allright; but he had other plans. Well, he didn t know just what they were right now, but he was working them out.The night air had grown warmer. A wind had risen. He lit a cigarette and unlocked the garage; the door swung in and again he was surprised and pleased to see the lights spring on automatically These people s got every thing, he mused. He examined the car; it was a dark blue Buick, with steel spoke wheels and of a new make. He stepped back from it and looked it over; then he opened the door and looked at the dashboard. He was a little disappointed that the car was not so expensive as he had hoped, but what it lacked in price was more than made up for in color and style.  It s all right, ù he said half-aloud. He got in and backed it into the driveway and turned it round and pulled it up to the side door. Is that you, Bigger? ùThe girl stood on the steps. Yessum. ùHe got out and held the rear door open for her. Thank you. ùHe touched his cap and wondered if it were the right thing to do Is it that university-school out there on the Midway, mam? ùThrough the rear mirror above him he saw her hesitate before answering. Yes; that s the one. ùHe pulled the car into the street and headed south, driving about thirty-five miles an hour. He handled the car expertly, picking up speed at the beginning of each block and slowing slightly as he approached each street intersection. You drive well, ù she said. Yessum, ù he said proudly.He watched her through the rear mirror as he drove; she was kind of pretty, but very little. She looked like a doll in a show window: black eyes, white face, red lips. And she was not acting at all now as she had acted when he first saw her. In fact, she had a remote look in her eyes. He stopped the car at Forty-seventh Street for a red light; he did not have to stop again until he reached Fifty-first Street where a long line of cars formed in front of him and a long line in back. He held the steering wheel lightly, waiting for the line to move forward. He had a keen sense of ",0.040712468,0.020356234,0.020356234,411
power ,0.5,0,0.5,1
"when driving; the feel of a car added something to him. He loved to press his foot against a pedal and sail along, watching others stand still, seeing the asphalt road unwind under him. The lights flashed from red to green and he nosed the car forward. Bigger! ù Yessum. ù Turn at this corner and pull up on a side street. ù Here, mam? ù Yes; here. ùNow, what on earth did this mean? He pulled the car off Cottage Grove Avenue and drew to a curb. He turned to look at her and was startled to see that she was sitting on the sheer edge of the back seat, her face some six inches from his. I scare you? ù she asked softly, smiling. Oh, no m, ù he mumbled, ",0.008474576,0.025423729,-0.016949153,132
bewildered.,0,1,-1,1
"He watched her through the mirror. Her tiny white hands dangled over the back of the front seat and her eyes looked out vacantly. I don t know how to say what I m going to say, ù she said.He said nothing. There was a long silence. What in all hell did this girl want? A street car rumbled by. Behind him, reflected in the rear mirror, he saw the traffic lights flash from green to red, and back again. Well, whatever she was going to say, he wished she would say it and get it over. This girl was strange. She did the unexpected every minute. He waited for her to speak. She took her hands from the back of the front seat and fumbled in her purse. Gotta match? ù Yessum. ùHe dug a match from his vest pocket. Strike it, ù she said.He blinked. He struck the match and held the flame for her. She smoked awhile in silence. You re not a tattle-tale, are you? ù she asked with a smile.He opened his mouth to reply, but no words came. What she had asked and the tone of voice in which she had asked it made him feel that he ought to have answered in some way; but what? I m not going to the University, ù she said at last.  But you can forget that. I want you to drive me to the Loop. But if anyone should ask you, then I went to the University, see, Bigger? ù Yessum; it s all right with me, ù he mumbled. I think I can trust you. ù Yessum. ù After all, I m on your side. ùNow, what did that mean? She was on his side. What side was he on? Did she mean that she liked colored people? Well, he had heard that about her whole family. Was she really crazy? How much did her folks know of how she acted? But if she were really crazy, why did Mr. Dalton let him drive her out? I m going to meet a friend of mine who s also a friend of yours, ù she said.  Friend of mine! ù he could not help exclaiming. Oh, you don t know him yet, ù she said, laughing. Oh. ù Go to the Outer Drive and then to 16 Lake Street. ù Yessum. ùMaybe she was talking about the Reds? That was it! But none of his friends were Reds. What was all this? If Mr. Dalton should ask him if he had taken her to the University, he would have to say yes and depend upon her to back him up. But suppose Mr. Dalton had someone watching, someone who would tell where he had really taken her? He had heard that many rich people had detectives, working for them. If only he knew what this was all about he would feel much better. And she had said that she was going to meet someone who was a friend of his. He didn t want to meet any Communists. They didn t have any money. ",0.035714286,0.018907563,0.016806723,518
"He felt that it was all right for a man to go to jail for robbery, ",0.117647059,0,0.117647059,16
"but to go to jail for fooling around with Reds was bunk. Well, he would drive her; that was what he had been hired for. But he was going to watch his step in this business. The only thing he hoped was that she would not make him lose his job. He pulled the car off the Outer Drive at Seventh Street, drove north on Michigan Boulevard to Lake Street, then headed west for two blocks, looking for number 16. It s right here, Bigger. ù Yessum. ùHe pulled to a stop in front of a dark building. Wait, ù she said, getting out of the car.He saw her smiling broadly at him, almost laughing. ",0.055045872,0.018348624,0.036697248,115
He felt that she knew every feeling and thought he had ,0.083333333,0,0.083333333,11
at that moment and he turned his head away in ,0.090909091,0,0.090909091,10
confusion. ,0.5,0.5,0,1
"Goddamn that woman! I won t be long, ù she said.She started off, then turned back. Take it easy, Bigger. You ll understand it better bye and bye. ù Yessum, ù he said, trying to smile; but couldn t. Isn t there a song like that, a song your people sing? ù Like what, mam? ù We ll understand it better bye and bye? ù Oh, yessum. ùShe was an odd girl, all right.",0.090909091,0.054545455,0.036363636,74
He felt something in her over and above the fear she inspired in him. ,0.133333333,0.066666667,0.066666667,14
"She responded to him as if he were human, as if he lived in the same world as she. And he had never felt that before in a white person. But why? Was this some kind of game? The guarded feeling of freedom he had while listening to her was tangled with the hard fact that she was white and rich, a part of the world of people who told him what he could and could not do.He looked at the building into which she had gone; it was old and unpainted; there were no lights in the windows or doorway. Maybe she was meeting her sweetheart? If that was all, then things would straighten out. But if she had gone to meet those Communists? And what were Communists like, anyway? Was she one? What made people Communists? He remembered seeing many cartoons of Communists in newspapers and always they had flaming torches in their hands and wore beards and were trying to commit murder or set things on fire. People who acted that way were crazy. All he could recall having heard about Communists was associated in his mind with darkness, old houses, people speaking in whispers, and trade unions on strike. And this was something like it.He stiffened; the door into which she had gone opened. She came out, followed by a young white man. They walked to the car; but, instead of getting into the back seat, they came to the side of the car and stood, facing him. At once Bigger recognized the man as the one he had seen in the newsreel in the movie. Oh, Bigger, this is Jan. And Jan, this is Bigger Thomas. ùJan smiled broadly, then extended an open palm toward him. Bigger s entire body tightened with suspense and dread. How are you, Bigger? ùBigger s right hand gripped the steering wheel and he wondered if he ought to shake hands with this white man. I m fine, ù he mumbled.Jan s hand was still extended. Bigger s right hand raised itself about three inches, then stopped in mid-air. Come on and shake, ù Jan said.Bigger extended a limp palm, his mouth open in ",0.036931818,0.022727273,0.014204545,364
astonishment. ,1,0,1,1
"He felt Jan s fingers tighten about his own. He tried to pull his hand away, ever so gently, but Jan held on, firmly, smiling. We may as well get to know each other, ù Jan said.  I m a friend of Mary s. ù Yessuh, ù he mumbled. First of all, ù Jan continued, putting his foot upon the running-board,  don t say sir to me. I ll call you Bigger and you ll call me Jan. That s the way it ll be between us. How s that? ùBigger did not answer. Mary was smiling. Jan still gripped his hand and Bigger held his head at an oblique angle, so that he could, by merely shifting his eyes, look at Jan and then out into the street whenever he did not wish to meet Jan s gaze. He heard Mary laughing softly. It s all right, Bigger, ù she said.  Jan means it. ùHe flushed warm with ",0.050724638,0.007246377,0.043478261,159
anger. ,0.5,0.5,0,1
"Goddamn her soul to hell! Was she laughing at him? Were they making fun of him? What was it that they wanted? Why didn t they leave him alone? He was not bothering them. Yes, anything could happen with people like these. His entire mind and body were ",0.041666667,0.041666667,0,48
painfully ,0.5,0.5,0,1
concentrated into a single sharp point of attention. He was trying desperately to understand. ,0.066666667,0.133333333,-0.066666667,14
He felt foolish ,0.25,0,0.25,3
"sitting behind the steering wheel like this and letting a white man hold his hand. What would people passing along the street think? He was very conscious of his black skin and there was in him a prodding conviction that Jan and men like him had made it so that he would be conscious of that black skin. Did not white people despise a black skin? Then why was Jan doing this? Why was Mary standing there so eagerly, with shining eyes? What could they get out of this? Maybe they did not despise him? But they made him feel his black skin by just standing there looking at him, one holding his hand and the other smiling. ",0.058823529,0.033613445,0.025210084,118
He felt he had no physical existence at all right then; ,0.166666667,0,0.166666667,11
"he was something he hated, the badge of shame which he knew was attached to a black skin. It was a shadowy region, a No Man s Land, the ground that separated the white world from the black that he stood upon. ",0.047619048,0.095238095,-0.047619048,42
"He felt naked, ",0.25,0,0.25,3
transparent; ,0.5,0,0.5,1
"he felt that this white man, having helped to put him down, having helped to deform him, held him up now to look at him and be amused. At that moment",0.032258065,0.032258065,0,31
"he felt toward Mary and Jan a dumb, cold, and inarticulate hate.",0,0.25,-0.25,12
" Let me drive awhile, ù Jan said, letting go of his hand and opening the door.Bigger looked at Mary. She came forward and touched his arm. It s all right, Bigger, ù she said.He turned in the seat to get out, but Jan stopped him. No; stay in and move over. ùHe slid over and Jan took his place at the wheel. He was still feeling his hand strangely; it seemed that the pressure of Jan s fingers had left an indelible imprint. Mary was getting into the front seat, too. Move over, Bigger, ù she said.He moved closer to Jan. Mary pushed herself in, wedging tightly between him and the outer door of the car. There were white people to either side of him; he was sitting between two vast white looming walls. Never in his life had he been so close to a white woman. He smelt the odor of her hair and felt the soft pressure of her thigh against his own. Jan headed the car back to the Outer Drive, weaving in and out of the line of traffic. Soon they were speeding along the lake front, past a huge flat sheet of dully gleaming water. The sky was heavy with snow clouds and the wine was blowing strong. Isn t it glorious tonight? ù she asked. God, yes! ù Jan said.Bigger listened to the tone of their voices, to their strange accents, to the exuberant phrases that flowed so freely from their lips. That sky! ù And that water! ù It s so beautiful it makes you ache just to look at it, ù said Mary. This is a beautiful world, Bigger, ù Jan said, turning to him  Look at that skyline! ù Bigger looked without turning his head; he just rolled his eyes Stretching to one side of him was a vast sweep of tall buildings flecked with tiny squares of yellow light. We ll own all that some day, Bigger, ù Jan said with a wave of his hand.  After the revolution it ll be ours. But we ll have to fight for it. What a world to win, Bigger! And when that day comes, things ll be different. There ll be no white and no black; there ll be no rich and no poor. ùBigger said nothing. The car whirred along. We seem strange to you, don t we, Bigger? ù Mary asked. Oh, no m, ù he breathed softly, knowing that she did not believe him, but finding it impossible to answer her in any other way.His arms and legs were aching from being cramped into so small a space, but he dared not move. He knew that they would not have cared if he had made himself more comfortable, but his moving would have called attention to himself and his black body. And he did not want that.These people made him feel things he did not want to feel. If he were white, if he were like them, it would have been different. But he was black. So he sat still, his arms and legs aching. Say, Bigger, ù asked Jan,  where can we get a good meal on the South Side? ù Well, ù Bigger said, ",0.046558704,0.022267206,0.024291498,537
reflectively.,0,0,0,1
" We want to go to a real place, ù Mary said, turning to him gayly. You want to go to a night club? ù Bigger asked in a tone that indicated that he was simply mentioning names and not recommending places to go. No; we want to eat. ù Look, Bigger. We want one of those places where colored people eat, not one of those show places. ùWhat did these people want? When he answered his voice was neutral and toneless. Well, there s Ernie s Kitchen Shack _. ù That sounds good! ù Let s go there, Jan, ù Mary said. O.K., ù Jan said.  Where is it? ù It s at Forty-seventh Street and Indiana, ù Bigger told them.Jan swung the car off the Outer Drive at Thirty-first Street and drove westward to Indiana Avenue. Bigger wanted Jan to drive faster, so that they could reach Ernie s Kitchen Shack in the shortest possible time. That would allow him a chance to sit in the car and stretch out his cramped and aching legs while they ate. Jan turned onto Indiana Avenue and headed south. Bigger wondered what Jack and Gus and G.H. would say if they saw him sitting between two white people in a car like this. They would tease him about such a thing as long as they could remember it. He felt Mary turn in her seat. She placed her hand on his arm. You know, Bigger, I ve long wanted to go into these houses, ù she said, pointing to the tall, dark apartment buildings looming to either side of them,  and just see how your people live. You know what I mean? I ve been to England, France and Mexico, but I don t know how people live ten blocks from me. We know so little about each other. I just want to see. I want to know these people. Never in my life have I been inside of a Negro home. Yet they must live like we live. They re human _. There are twelve million of them _. They live in our country _. In the same city with us _. ù her voice trailed off wistfully. There was silence. The car sped through the Black Belt, past tall buildings holding black life. Bigger knew that they were thinking of his life and the life of his people. Suddenly he wanted to seize some heavy object in his hand and grip it with all the strength of his body and in some strange way rise up and stand in naked space above the speeding car and with one final blow blot it out îwith himself and them in it. His heart was beating fast and he struggled to control his breath. This thing was getting the better of him;",0.032332564,0.018475751,0.013856813,469
he felt that he should not give way to his feelings like this,0,0,0,13
"But he could not help it. Why didn t they leave him alone? What had he done to them? What good could they get out of sitting here making him feel so miserable? Tell me where it is, Bigger, ù Jan said. Yessuh. ùBigger looked out and saw that they were at Forty-sixth Street. It s at the end of the next block, suh. ù Can I park along here somewhere? ù Oh; yessuh. ù Bigger, please! Don t say sir to me _. I don t like it. You re a man just like I am; I m no better than you. Maybe other white men like it. But I don t. Look, Bigger _. ù Yes _. ù Bigger paused, swallowed, and looked down at his black hands.  O.K., ù he mumbled, hoping that they did not hear the choke in his voice. You see, Bigger _. ù Jan began.Mary reached her hand round back of Bigger and touched Jan s shoulder. Let s get out, ù she said hurriedly.Jan pulled the car to the curb and opened the door and stepped out. Bigger slipped behind the steering wheel again, glad to have room at last for his arms and legs. Mary got out of the other door. Now, he could get some rest. So intensely taken up was he with his own immediate sensations, that he did not look up until ",0.039408867,0.014778325,0.024630542,234
he felt something strange in the long silence. ,0.111111111,0.111111111,0,8
"When he did look he saw, in a split second of time, Mary turn her eyes away from his face. She was looking at Jan and Jan was looking at her. There was no mistaking the meaning of the look in their eyes. To Bigger it was plainly a bewildered and questioning look, a look that asked: What on earth is wrong with him? Bigger s teeth clamped tight and he stared straight before him. Aren t you coming with us, Bigger? ù Mary asked in a sweet tone that made him want to leap at her.The people in Ernie s Kitchen Shack knew him and he did not want them to see him with these white people. He knew that if he went in they would ask one another: Who re them white folks Bigger s hanging around with? I îI _. I don t want to go in _. ù he whispered breathlessly. Aren t you hungry? ù Jan asked. Naw; I ain t hungry. ùJan and Mary came close to the car. Come and sit with us anyhow, ù Jan said. I _. I _. ù Bigger stammered. It ll be all right, ù Mary said. I can stay here. Somebody has to watch the car, ù he said. Oh, to hell with the car! ù Mary said.  Come on in. ù I don t want to eat, ù Bigger said stubbornly. Well, ù Jan sighed.  If that s the way you feel about it, we won t go in. ùBigger felt trapped. Oh, Goddamn! He saw in a flash that he could have made all of this very easy if he had simply acted from the beginning as if they were doing nothing unusual. But he did not understand them; he ",0.023529412,0.031372549,-0.007843137,295
distrusted ,0.5,0,0.5,1
"them, really ",0.333333333,0,0.333333333,2
hated ,0.5,0,0.5,1
them. He was ,0.25,0,0.25,3
puzzled ,0.5,0.5,0,1
"as to why they were treating him this way. But, after all, this was his job and it was just as painful to sit here and let them stare at him as it was to go in. O.K., ù he mumbled ",0.05,0.025,0.025,41
angrily.,0,0,0,1
"He got out and slammed the door. Mary came close to him and caught his arm. He stared at her in a long silence; it was the first time he had ever looked directly at her, and he was able to do so only because he was ",0.041666667,0.020833333,0.020833333,47
angry.,0,1,-1,1
" Bigger, ù she said,  you don t have to come in unless you really want to. Please, don t think _. Oh, Bigger _. We re not trying to make you feel badly _. ùHer voice stopped. In the dim light of the street lamp Bigger saw her eyes cloud and her lips tremble. She swayed against the car.He stepped backward, as though she were contaminated with an invisible contagion. Jan slipped his arm about her waist, supporting her. Bigger heard her sob softly. Good God! He had a wild impulse to turn around and walk away. ",0.033333333,0.055555556,-0.022222222,97
"He felt ensnared in a tangle of deep shadows, ",0.1,0.1,0,9
"shadows as black as the night that stretched above his head. The way he had acted had made her cry, and yet the way she had acted had made him feel that he had to act as he had toward her. In his relations with her ",0.042553191,0.021276596,0.021276596,46
he felt that he was riding a seesaw; never were they on a common level; ,0.0625,0,0.0625,15
"either he or she was up in the air. Mary dried her eyes and Jan whispered something to her. Bigger wondered what he could say to his mother, or the relief, or Mr. Dalton, if he left them. They would be sure to ask why he had walked off his job, and he would not be able to tell. I m all right, now, Jan, ù he heard Mary say.  I m sorry. I m just a fool, I suppose _. I acted a ninny. ù She lifted her eyes to Bigger.  Don t mind me, Bigger. I m just silly, I guess _. ùHe said nothing. Come on, Bigger, ù Jan said in a voice that sought to cover up everything.  Let s eat. ùJan caught his arm and tried to pull him forward, but Bigger hung back. Jan and Mary walked toward the entrance of the cafe and Bigger followed, ",0.050724638,0.014492754,0.036231884,152
confused ,0.5,0,0.5,1
and ,0.5,0,0.5,1
resentful. ,0.5,0.5,0,1
"Jan went to a small table near a wall. Sit down, Bigger. ùBigger sat. Jan and Mary sat in front of him. You like fried chicken? ù Jan asked. Yessuh, ù he whispered.He scratched his head. How on earth could he learn not to say yessuh and yessum to white people in one night when he had been saying it all his life long? He looked before him in such a way that his eyes would not meet theirs. The waitress came and Jan ordered three beers and three portions of fried chicken. Hi, Bigger! ùHe turned and saw Jack waving at him, but staring at Jan and Mary. He waved a stiff palm in return. Goddamn! Jack walked away hurriedly. ",0.01754386,0.026315789,-0.00877193,121
"Cautiously, ",0.5,0,0.5,1
"Bigger looked round; the waitresses and several people at other tables were staring at him. They all knew him and he knew that they were wondering as he would have wondered if he had been in their places. Mary touched his arm. Have you ever been here before, Bigger? ùHe groped for neutral words, words that would convey information but not indicate any shade of his own feelings.  A few times. ù It s very nice, ù Mary said.Somebody put a nickel in an automatic phonograph and they listened to the music. Then Bigger felt a hand grab his shoulder. Hi, Bigger! Where you been? ùHe looked up and saw Bessie laughing in his face. Hi, ù he said gruffly. Oh,  scuse me. I didn t know you had company, ù she said, walking away with her eyes upon Jan and Mary. Tell her to come over, Bigger, ù Mary said.Bessie had gone to a far table and was sitting with another girl. She s over there now, ù Bigger said.The waitress brought the beer and chicken.""This is simply grand! ù Mary exclaimed. You got something there, ù Jan said, looking at Bigger.  Did I say that right, Bigger? ùBigger hesitated. That s the way they say it, ù he spoke flatly.Jan and Mary were eating. Bigger picked up a piece of chicken and bit it. When he tried to chew he found his mouth dry. It seemed that the very organic functions of his body had altered; and when he realized why, when he understood the cause, he could net chew the food. After two or three bites, he stopped and sipped his beer. Eat your chicken, ù Mary said.  It s good! ù I ain t hungry, ù he mumbled. Want some more beer? ù Jan asked after a long silence. Maybe if he got a little drunk it would help him. I don t mind, ù he said.Jan ordered another round. Do they keep anything stronger than beer here? ù Jan asked. They got anything you want, ù Bigger said.Jan ordered a fifth of rum and poured a round. Bigger felt the liquor warming him. After a second drink Jan began to talk. Where were you born, Bigger? ù In the South. ù Whereabouts? ù Mississippi. ù How far did you go in school? ù To the eighth grade. ù Why did you stop? ù No money. ù Did you go to school in the North or South? ù Mostly in the South. I went two years up here. ù How long have you been in Chicago? ù Oh, about five years. ù You like it here? ù It ll do. ù You live with your people? ù My mother, brother, and sister. ù Where s your father? ù Dead. ù How long ago was that? ù  He got killed in a riot when I was a kid îin the South. ùThere was silence. The rum was helping Bigger. And what was done about it? ù Jan asked. Nothing, far as I know. ù How do you feel about it? ù I don t know. ù Listen, Bigger, that s what we want to stop. That s what we Communists are fighting. We want to stop people from treating others that way. I m a member of the Party. Mary sympathizes. Don t you think if we got together we could stop things like that? ù I don t know, ù Bigger said; he was feeling the rum rising to his head.  There s a lot of white people in the world. ù You ve read about the Scottsboro boys? ù I heard about  em. ù Don t you think we did a good job in helping to keep  em from killing those boys? ù It was all right. ù You know, Bigger, ù said Mary,  we d like to be friends of yours. ùHe said nothing. He drained his glass and Jan poured another round. He was getting drunk enough to look straight at them now. Mary was smiling at him. You ll get used to us, ù she said.Jan stoppered the bottle of rum. We d better go, ù he said. Yes, ù Mary said.  Oh, Bigger, I m going to Detroit at nine in the morning and I want you to take my small trunk down to the station. Tell father and he ll let you make up your time. You better come for the trunk at eight-thirty. ù I ll take it down. ùJan paid the bill and they went back to the car. Bigger got behind the steering wheel. He was feeling ",0.01875,0.00625,0.0125,770
good. ,1,0,1,1
"Jan and Mary got into the back seat. As Bigger drove he saw her resting in Jan s arms. Drive around in the park awhile, will you, Bigger? ù ùHe turned into Washington Park and pulled the car slowly round and round the long gradual curves. Now and then he watched Jan kiss Mary in the reflection of the rear mirror above his head. You got a girl, Bigger? ù Mary asked. I got a girl, ù he said. I d like to meet her some time. ùHe did not answer. Mary s eyes stared dreamily before her, as if she were planning future things to do. Then she turned to Jan and laid her hand tenderly upon his arm. How was the demonstration? ù Pretty good. But the cops arrested three comrades. ù Who were they? ù A Y. C. L.-er and two Negro women. Oh, by the way, Mary. We need money for bail badly. ù How much? ù Three thousand. ù I ll mail you a check. ù Swell. ù  Did you work hard today? ù""Yeah. I was at a meeting until three this morning. Max and I ve been trying to raise bail money all day today. ù Max is a darling, isn t he? ù He s one of the best lawyers we ve got. ùBigger listened; he knew that they were talking Communism and he tried to understand. But he couldn t. Jan. ù Yes, honey. ù I m coming out of school this spring and I m going to join the Party. ù Gee, you re a brick! ù But I ll have to be careful. ù Say, how s about your working with me, in the office? ù No, I want to work among Negroes. That s where people are needed. It seems as though they ve been pushed out of every thing. ù That s true. ù When I see what they ve done to those people, it makes me so mad _. ù Yes; it s awful. ù And I feel so helpless and useless. I want to do something. ù I knew all along you d come through. ù Say, Jan, do you know many Negroes? I want to meet some. ù I don t know any very well. But you ll meet them when you re in the Party. ù They have so much emotion! What a people! If we could ever get them going _. ù We can t have a revolution without  em, ù Jan said.  They ve got to be organized. They ve got spirit. They ll give the Party something it needs. ù  And their songs îthe spirituals! Aren t they marvelous? ù Bigger saw her turn to him.  Say, Bigger, can you sing? ù  I can t sing, ù he said.  Aw, Bigger, ù she said, pouting. She tilted her head, closed her eyes and opened her mouth.   Swing low, sweet chariot, Coming fer to carry me home _. ùJan joined in and Bigger smiled ",0.027363184,0.017412935,0.009950249,502
derisively. ,0.5,0.5,0,1
"Hell, that ain t the tune, he thought.  Come on, Bigger, and help us sing it, ù Jan said. I can t sing, ù he said again. They were silent. The car purred along. Then he heard Jan speaking in low tones.  Where s the bottle? ù  Right here. ù  I want a sip. ù  I ll take one, too, honey. ù  Going heavy tonight, ain t you? ù  About as heavy as you. ù They laughed. Bigger drove in silence. He heard the faint, musical gurgle of liquor.  Jan! ù  What? ù  That was a big sip! ù  Here; you get even. ù Through the rear mirror he saw her tilt the bottle and drink.  Maybe Bigger wants another one, Jan. Ask him. ù Oh, say, Bigger! Here; take a swig! ùHe slowed the car and reached back for the bottle; he tilted it twice, taking two huge swallows. Woooow! ù Mary laughed. You took a swig, all right, ù Jan said. Bigger wiped his mouth with the back of his hand and continued driving slowly through the dark park. Now and then he heard the half-empty bottle of rum gurgling. They getting plastered, he thought, feeling the effect of the rum creeping outward to his fingers and upward to his lips. Presently, he heard Mary giggle. Hell, she s plastered already! The car rolled slowly round and round the sloping curves. The rum s soft heat was spreading fanwise out from his stomach, engulfing his whole body. He was not driving; he was simply sitting and floating along smoothly through darkness. His hands rested lightly on the steering wheel and his body slouched lazily down in the seat. He looked at the mirror; Mary was lying flat on her back in the rear seat and Jan was bent over her. He saw a faint sweep of white thigh. They plastered, all right, he thought. He pulled the car softly round the curves, looking at the road before him one second and up at the mirror the next. He heard Jan whispering; then he heard them both sigh. Filled with a sense of them, his muscles grew gradually ",0.018018018,0.036036036,-0.018018018,359
taut. ,0.5,0,0.5,1
